date	open	high	close	low	volume	amount
1998-07-24 00:00:00	1317.848	1330.492	1326.821	1317.848	410907600	3990303000
1998-07-23 00:00:00	1299.217	1316.285	1316.271	1299.154	410816800	3448570000
1998-07-22 00:00:00	1312.226	1312.365	1299.148	1295.614	349492400	3423976000
1998-07-21 00:00:00	1285.785	1318.934	1313.01	1284.798	407716800	3779200000
1998-07-20 00:00:00	1311.059	1311.153	1287.073	1278.301	485388700	4318782000
1998-07-17 00:00:00	1325.88	1330.816	1314.715	1311.754	512615000	4770228000
1998-07-16 00:00:00	1335.299	1337.641	1325.633	1317.886	435545200	4377098000
1998-07-15 00:00:00	1332.412	1341.642	1335.466	1326.324	433596500	4390717000
1998-07-14 00:00:00	1360.614	1361.186	1336.558	1334.707	515627500	5124187000
1998-07-13 00:00:00	1362.688	1362.997	1358.813	1352.157	479518500	4563785000
1998-07-10 00:00:00	1344.749	1360.642	1360.619	1344.634	529792500	4361786000
1998-07-09 00:00:00	1341.354	1344.431	1343.232	1336.66	398818200	3424098000
1998-07-08 00:00:00	1326.817	1339.16	1338.984	1326.625	345298400	3302613000
1998-07-07 00:00:00	1313.649	1324.405	1324.4	1307.907	351522000	3185702000
1998-07-06 00:00:00	1339.261	1339.678	1315.283	1313.276	462786300	4192189000
1998-07-03 00:00:00	1335.836	1341.73	1335.125	1327.797	545063600	4891040000
1998-07-02 00:00:00	1314.1	1331.652	1331.65	1296.997	484588900	4509660000
1998-07-01 00:00:00	1363.265	1367.147	1316.441	1315.184	555041600	4941107000
1998-06-30 00:00:00	1360.615	1363.59	1339.202	1335.212	381065600	3849891000
1998-06-29 00:00:00	1387.024	1387.192	1361.432	1356.216	601549100	5222814000
1998-06-26 00:00:00	1383.29	1388.554	1385.618	1376.406	1017813500	6306939000
1998-06-25 00:00:00	1402.952	1404.049	1382.036	1377.177	506546100	5266793000
1998-06-24 00:00:00	1399.708	1402.138	1401.742	1390.855	631530000	6841793000
1998-06-23 00:00:00	1398.238	1398.706	1397.956	1385.452	639347300	7355279000
1998-06-22 00:00:00	1400.468	1401.511	1399.356	1392.056	643384400	7498143000
1998-06-19 00:00:00	1376.194	1392.878	1392.878	1376.194	535910200	6028945000
1998-06-18 00:00:00	1352.235	1372.12	1370.685	1352.235	524371700	4869053000
1998-06-17 00:00:00	1349.003	1356.662	1348.942	1344.444	513160500	4936786000
1998-06-16 00:00:00	1362.591	1362.593	1348.588	1323.528	592927500	5901224000
1998-06-15 00:00:00	1385.327	1386.985	1365.341	1359.876	548843100	5922203000
1998-06-12 00:00:00	1373.11	1383.466	1383.388	1365.083	542509700	5455625000
1998-06-11 00:00:00	1367.555	1371.152	1347.677	1346.069	423951700	4160839000
1998-06-10 00:00:00	1367.741	1377.834	1368.297	1359.392	535522100	5810756000
1998-06-09 00:00:00	1400.347	1400.347	1369.65	1357.465	722689700	7166900000
1998-06-08 00:00:00	1411.956	1415.18	1403.73	1401.055	668832500	6990532000
1998-06-05 00:00:00	1404.075	1414.362	1408.614	1390.632	756791600	8034192000
1998-06-04 00:00:00	1420.986	1422.979	1406.303	1402.746	763649000	7393558000
1998-06-03 00:00:00	1415.019	1421.121	1420.0	1413.112	855816900	7467771000
1998-06-02 00:00:00	1419.221	1419.577	1413.08	1402.625	795094200	7686929000
1998-06-01 00:00:00	1418.354	1420.553	1415.575	1411.061	983990100	10263945000
1998-05-29 00:00:00	1402.675	1411.347	1411.206	1402.018	950879600	9584409000
1998-05-28 00:00:00	1402.853	1405.582	1397.895	1392.9	830878700	8169261000
1998-05-27 00:00:00	1393.738	1399.542	1399.542	1390.55	882741600	9091104000
1998-05-26 00:00:00	1392.75	1394.439	1390.416	1383.759	875233700	8989088000
1998-05-25 00:00:00	1380.126	1389.656	1389.366	1376.201	1070688500	10206010000
1998-05-22 00:00:00	1371.365	1379.891	1375.817	1370.72	800190200	8154890000
1998-05-21 00:00:00	1356.959	1367.716	1366.656	1350.26	676192500	6228300000
1998-05-20 00:00:00	1362.694	1365.102	1357.431	1352.166	672030000	6515476000
1998-05-19 00:00:00	1370.675	1372.871	1362.292	1355.539	623135400	5475859000
1998-05-18 00:00:00	1373.67	1376.384	1368.183	1360.469	826120400	6599409000
1998-05-15 00:00:00	1373.427	1379.127	1368.087	1361.843	1021641900	8484026000
1998-05-14 00:00:00	1373.171	1376.298	1367.127	1360.891	1236781500	9858011000
1998-05-13 00:00:00	1351.18	1369.304	1369.262	1351.003	1020086200	9219003000
1998-05-12 00:00:00	1358.958	1360.064	1349.649	1342.733	867969600	7614443000
1998-05-11 00:00:00	1367.242	1368.026	1354.606	1351.593	1342161500	11724821000
1998-05-08 00:00:00	1324.742	1357.604	1357.595	1324.724	1686123300	10333456000
1998-05-07 00:00:00	1348.888	1352.552	1327.873	1326.65	795819500	8208702000
1998-05-06 00:00:00	1352.723	1355.657	1348.412	1341.806	763829500	7521261000
1998-05-05 00:00:00	1355.045	1356.056	1352.52	1346.592	801924500	6797729000
1998-05-04 00:00:00	1353.056	1355.516	1352.926	1345.359	1103649100	8987361000
1998-04-30 00:00:00	1336.01	1343.46	1343.448	1335.549	885859300	7513220000
1998-04-29 00:00:00	1337.894	1341.581	1332.499	1328.563	827067300	6997872000
1998-04-28 00:00:00	1315.346	1333.09	1332.99	1315.328	958932900	8133032000
1998-04-27 00:00:00	1314.35	1318.797	1310.378	1303.482	1106460600	8617667000
1998-04-24 00:00:00	1324.455	1331.855	1315.167	1313.609	970462200	8403636000
1998-04-23 00:00:00	1337.489	1340.252	1324.559	1321.04	1065313100	8474093000
1998-04-22 00:00:00	1307.832	1333.066	1332.182	1307.832	790204900	7477582000
1998-04-21 00:00:00	1296.772	1307.856	1305.223	1295.058	656345500	5879213000
1998-04-20 00:00:00	1292.162	1302.982	1296.005	1286.585	737714000	7014741000
1998-04-17 00:00:00	1311.544	1311.73	1298.107	1291.081	878601400	7622362000
1998-04-16 00:00:00	1324.037	1326.424	1316.246	1312.565	944117500	8399281000
1998-04-15 00:00:00	1314.165	1324.707	1324.707	1314.068	955450300	7576217000
1998-04-14 00:00:00	1318.274	1320.909	1313.721	1304.375	855311600	7158410000
1998-04-13 00:00:00	1319.945	1326.295	1318.748	1311.832	1214580900	10915867000
1998-04-10 00:00:00	1294.617	1311.528	1311.514	1293.588	1462679900	10329571000
1998-04-09 00:00:00	1326.444	1328.789	1297.225	1288.888	1511702200	12492654000
1998-04-08 00:00:00	1303.408	1322.828	1322.793	1302.413	1413919300	11275767000
1998-04-07 00:00:00	1308.556	1310.288	1303.14	1296.542	1627882600	9292044000
1998-04-06 00:00:00	1291.614	1306.383	1306.378	1286.43	1020702600	10248475000
1998-04-03 00:00:00	1268.569	1286.107	1286.084	1266.032	791090100	8397788000
1998-04-02 00:00:00	1259.593	1285.032	1269.015	1259.583	1031202900	11027170000
1998-04-01 00:00:00	1243.373	1255.01	1254.965	1240.058	622217400	6737142000
1998-03-31 00:00:00	1251.343	1252.242	1243.016	1238.644	609167600	6424954000
1998-03-30 00:00:00	1230.944	1249.443	1249.435	1228.299	729618400	7909740000
1998-03-27 00:00:00	1189.409	1223.928	1223.565	1188.855	682885500	7209671000
1998-03-26 00:00:00	1191.001	1193.816	1188.865	1186.223	452050100	4495793000
1998-03-25 00:00:00	1207.616	1209.766	1191.553	1188.853	412585500	4597599000
1998-03-24 00:00:00	1180.093	1194.056	1194.017	1179.973	351972500	3709837000
1998-03-23 00:00:00	1186.561	1186.861	1179.869	1178.044	361032200	3903354000
1998-03-20 00:00:00	1188.595	1192.323	1187.501	1183.247	278982400	2949516000
1998-03-19 00:00:00	1192.397	1195.829	1188.715	1184.871	335943800	3494994000
1998-03-18 00:00:00	1204.103	1204.741	1193.909	1191.906	362260800	4033552000
1998-03-17 00:00:00	1193.668	1202.839	1202.835	1193.239	373376000	4249330000
1998-03-16 00:00:00	1186.186	1188.617	1188.482	1179.44	301891100	3379998000
1998-03-13 00:00:00	1177.817	1184.961	1184.961	1176.005	233152800	2465833000
1998-03-12 00:00:00	1187.538	1188.282	1178.97	1175.554	250410000	2607860000
1998-03-11 00:00:00	1201.262	1210.525	1190.037	1187.442	365596600	4357495000
1998-03-10 00:00:00	1199.625	1205.832	1199.832	1186.551	298064400	3299791000
1998-03-09 00:00:00	1207.959	1208.616	1200.834	1197.569	309109400	3502669000
1998-03-06 00:00:00	1208.749	1208.978	1206.452	1202.124	308502000	3321307000
1998-03-05 00:00:00	1217.851	1219.284	1207.541	1206.372	322341900	3582637000
1998-03-04 00:00:00	1204.945	1214.003	1213.253	1201.254	359514800	4080601000
1998-03-03 00:00:00	1186.52	1201.8	1201.789	1185.303	356129700	3519231000
1998-03-02 00:00:00	1196.742	1205.746	1188.306	1182.612	484315500	4866737000
1998-02-27 00:00:00	1209.442	1213.729	1206.53	1202.865	358215000	3659402000
1998-02-26 00:00:00	1193.003	1206.674	1206.674	1189.519	314777500	3269665000
1998-02-25 00:00:00	1208.524	1209.491	1194.673	1191.751	342846700	3369408000
1998-02-24 00:00:00	1206.925	1216.353	1208.218	1206.09	352668400	3310973000
1998-02-23 00:00:00	1217.859	1217.859	1208.603	1195.888	380753300	3959646000
1998-02-20 00:00:00	1234.601	1237.915	1226.02	1224.584	315923400	3230312000
1998-02-19 00:00:00	1229.809	1235.493	1232.584	1223.932	330071400	3365535000
1998-02-18 00:00:00	1239.633	1240.178	1229.831	1225.497	461406700	4699055000
1998-02-17 00:00:00	1234.837	1240.579	1238.5	1228.111	352585900	3759616000
1998-02-16 00:00:00	1246.796	1247.965	1236.236	1230.918	461535800	5023169000
1998-02-13 00:00:00	1246.733	1251.912	1245.911	1241.824	409773500	4487955000
1998-02-12 00:00:00	1253.385	1254.411	1246.295	1241.996	474907700	4601368000
1998-02-11 00:00:00	1234.181	1251.453	1250.238	1233.53	481552000	4385424000
1998-02-10 00:00:00	1248.596	1248.596	1236.513	1233.698	532456300	4919898000
1998-02-09 00:00:00	1257.995	1262.623	1248.04	1244.426	435858400	4673691000
1998-01-23 00:00:00	1206.495	1224.122	1222.913	1206.454	358068400	3478712000
1998-01-22 00:00:00	1200.521	1207.451	1204.43	1194.383	436125400	4144232000
1998-01-21 00:00:00	1201.988	1209.689	1200.203	1198.228	303297200	2908563000
1998-01-20 00:00:00	1211.276	1215.57	1203.715	1195.382	312937800	3497296000
1998-01-19 00:00:00	1215.408	1216.987	1213.129	1205.479	326203800	3687852000
1998-01-16 00:00:00	1215.82	1220.974	1213.962	1207.919	412032600	4612945000
1998-01-15 00:00:00	1210.421	1217.864	1215.431	1196.148	553925500	5729807000
1998-01-14 00:00:00	1170.346	1203.247	1202.215	1170.322	570380000	6269882000
1998-01-13 00:00:00	1211.883	1211.883	1167.647	1110.087	719443500	9016449000
1998-01-12 00:00:00	1242.21	1246.651	1226.966	1226.397	573968900	6663008000
1998-01-09 00:00:00	1233.701	1244.999	1239.901	1221.297	535709600	6414505000
1998-01-08 00:00:00	1243.121	1250.005	1237.164	1235.885	406947200	4556316000
1998-01-07 00:00:00	1233.956	1244.098	1244.07	1231.146	575655700	6327452000
1998-01-06 00:00:00	1223.73	1233.635	1233.62	1215.409	514866400	6219681000
2000-01-07 00:00:00	1477.154	1522.825	1516.604	1477.154	3451569900	22007478000
2000-01-06 00:00:00	1406.036	1463.955	1463.942	1400.253	1348051500	10238351000
2000-01-05 00:00:00	1407.829	1433.78	1409.682	1398.323	1057998400	8653075000
2000-01-04 00:00:00	1368.693	1407.518	1406.371	1361.214	903402300	5801550000
1999-12-30 00:00:00	1357.815	1366.678	1366.58	1357.815	401397100	2591548000
1999-12-29 00:00:00	1350.267	1358.142	1356.926	1341.933	505356800	3514568000
1999-12-28 00:00:00	1346.452	1368.246	1348.821	1342.941	489571200	3241407000
1999-12-27 00:00:00	1353.527	1359.079	1345.352	1341.052	512089400	3516019000
1999-12-24 00:00:00	1367.687	1375.922	1355.367	1352.1	429204900	3020485000
1999-12-23 00:00:00	1386.79	1387.195	1369.461	1364.92	511264400	3585747000
1999-12-22 00:00:00	1393.827	1397.169	1387.51	1383.565	493602500	3674540000
1999-12-21 00:00:00	1416.5	1416.502	1395.497	1388.059	566058000	3512211000
1999-12-17 00:00:00	1434.632	1438.225	1419.551	1416.743	512298200	4062480000
1999-12-16 00:00:00	1451.725	1451.943	1434.867	1432.83	606275000	4518559000
1999-12-15 00:00:00	1423.762	1461.899	1451.057	1423.742	1093729000	7501441000
1999-12-14 00:00:00	1415.712	1422.357	1422.263	1411.067	455119900	3354803000
1999-12-13 00:00:00	1429.194	1430.406	1417.107	1415.285	504221900	4033632000
1999-12-10 00:00:00	1416.37	1429.011	1428.939	1413.453	478527100	3770559000
1999-12-09 00:00:00	1424.912	1424.912	1416.726	1413.625	459280000	3167319000
1999-12-08 00:00:00	1428.773	1430.977	1424.848	1422.047	469681900	3527225000
1999-12-07 00:00:00	1426.686	1438.036	1428.261	1424.761	466255000	3240566000
1999-12-06 00:00:00	1436.802	1437.18	1426.995	1422.727	510372600	3475096000
1999-12-03 00:00:00	1436.02	1440.542	1437.233	1430.664	451732000	3345291000
1999-12-02 00:00:00	1446.686	1447.809	1435.837	1433.539	533560400	3668519000
1999-12-01 00:00:00	1434.978	1447.682	1447.116	1432.946	497560200	3282386000
1999-11-30 00:00:00	1433.896	1439.605	1434.973	1429.554	491033600	2934939000
1999-11-29 00:00:00	1444.011	1444.585	1435.468	1432.958	524671800	3211077000
1999-11-26 00:00:00	1443.442	1449.03	1444.513	1441.517	710050100	3370834000
1999-11-25 00:00:00	1451.877	1451.89	1444.241	1439.944	412350400	2812719000
1999-11-24 00:00:00	1466.091	1467.842	1454.578	1451.033	420710900	2787822000
1999-11-23 00:00:00	1464.934	1471.911	1466.434	1461.383	418801400	3095333000
1999-11-22 00:00:00	1468.218	1468.944	1464.588	1457.608	615375400	3927928000
1999-11-19 00:00:00	1485.053	1489.898	1468.472	1466.346	570549300	4402672000
1999-11-18 00:00:00	1466.488	1498.081	1482.452	1454.468	1014820400	7377197000
1999-11-17 00:00:00	1429.712	1462.848	1462.79	1427.358	652606900	4210543000
1999-11-16 00:00:00	1463.337	1469.596	1431.319	1428.748	832157000	5365377000
1999-11-15 00:00:00	1451.549	1454.088	1451.536	1436.681	808911400	3779561000
1999-11-12 00:00:00	1446.26	1452.933	1450.327	1444.127	340813600	2791210000
1999-11-11 00:00:00	1449.622	1459.447	1443.905	1440.983	467834900	3636980000
1999-11-10 00:00:00	1463.688	1463.73	1450.152	1436.742	679121700	3898455000
1999-11-09 00:00:00	1474.002	1479.834	1464.03	1461.483	440650000	2772235000
1999-11-08 00:00:00	1464.493	1477.135	1471.375	1458.653	478786200	2847191000
1999-11-05 00:00:00	1464.603	1478.829	1465.232	1460.675	560002600	3409977000
1999-11-04 00:00:00	1474.135	1474.135	1464.828	1457.14	590695100	3622458000
1999-11-03 00:00:00	1488.366	1492.306	1475.684	1472.73	484565900	3254304000
1999-11-02 00:00:00	1491.758	1499.872	1487.469	1481.567	445031100	3305144000
1999-11-01 00:00:00	1501.735	1506.994	1493.096	1488.234	619149400	3918793000
1999-10-29 00:00:00	1515.184	1520.472	1504.563	1494.706	850592500	5345240000
1999-10-28 00:00:00	1541.287	1542.045	1514.525	1507.791	1328479400	7062875000
1999-10-27 00:00:00	1509.64	1537.3	1536.821	1504.994	1614688500	8538978000
1999-10-26 00:00:00	1467.522	1496.452	1482.667	1467.505	755550800	4267904000
1999-10-25 00:00:00	1499.138	1499.385	1468.266	1465.137	516785800	3466981000
1999-10-22 00:00:00	1457.635	1512.93	1497.462	1457.498	784406400	5734478000
1999-10-21 00:00:00	1486.925	1488.005	1458.53	1452.709	477268600	3722127000
1999-10-20 00:00:00	1469.284	1490.758	1485.827	1463.426	431183500	3140761000
1999-10-19 00:00:00	1493.47	1493.486	1470.9	1468.098	486167000	3518779000
1999-10-18 00:00:00	1547.267	1549.368	1501.665	1499.464	560267400	4076248000
1999-10-15 00:00:00	1515.908	1550.709	1543.798	1515.908	567080800	4547340000
1999-10-14 00:00:00	1504.497	1535.244	1508.726	1494.94	403368800	2914881000
1999-10-13 00:00:00	1540.599	1544.449	1507.422	1504.388	362642200	2575723000
1999-10-12 00:00:00	1526.449	1538.279	1537.796	1526.449	233986100	2223641000
1999-10-11 00:00:00	1529.22	1538.343	1522.48	1516.622	333523800	2795238000
1999-10-08 00:00:00	1568.238	1568.375	1534.515	1531.799	331275400	2626974000
1999-09-30 00:00:00	1588.986	1595.006	1570.702	1567.724	455507200	4221321000
1999-09-29 00:00:00	1593.719	1608.603	1584.954	1580.999	474946400	3993099000
1999-09-28 00:00:00	1602.794	1606.023	1591.432	1586.549	409781300	3894142000
1999-09-27 00:00:00	1624.459	1629.191	1602.158	1598.705	409240600	4329107000
1999-09-24 00:00:00	1609.827	1631.399	1619.326	1609.827	448213700	4096353000
1999-09-23 00:00:00	1618.768	1622.667	1604.203	1597.115	548541900	4583185000
1999-09-22 00:00:00	1625.165	1632.411	1617.057	1613.582	396418300	3827767000
1999-09-21 00:00:00	1630.021	1630.269	1625.588	1617.812	472031400	4250971000
1999-09-20 00:00:00	1649.121	1651.535	1633.835	1628.894	532812300	5110570000
1999-09-17 00:00:00	1644.803	1662.165	1648.558	1636.477	707628500	6745360000
1999-09-16 00:00:00	1662.463	1664.961	1645.511	1643.98	731690100	7564607000
1999-09-15 00:00:00	1675.191	1679.135	1662.803	1657.786	1049848900	9434283000
1999-09-14 00:00:00	1675.706	1681.847	1672.892	1668.128	955270800	10367558000
1999-09-13 00:00:00	1664.514	1671.64	1670.143	1656.168	1089322300	11277006000
1999-09-10 00:00:00	1690.025	1695.644	1659.929	1656.723	1956852600	19363932000
1999-09-09 00:00:00	1590.711	1675.261	1675.122	1590.701	1974242000	16095602000
1999-09-08 00:00:00	1563.621	1581.932	1571.598	1563.605	417984700	3898141000
1999-09-07 00:00:00	1558.861	1574.648	1562.794	1556.741	467192000	4176092000
1999-09-06 00:00:00	1577.505	1577.562	1560.678	1556.834	553917700	4294863000
1999-09-03 00:00:00	1613.304	1614.412	1587.887	1583.45	685659700	5628350000
1999-09-02 00:00:00	1591.583	1614.106	1611.958	1572.417	813446000	6638621000
1999-09-01 00:00:00	1627.821	1629.076	1599.552	1595.963	685913700	6020691000
1999-08-31 00:00:00	1622.877	1630.014	1627.116	1609.796	735498400	6264718000
1999-08-30 00:00:00	1635.553	1637.31	1619.039	1614.448	895662600	8036642000
1999-08-27 00:00:00	1642.061	1644.471	1633.9	1627.255	822311600	7644003000
1999-08-26 00:00:00	1622.166	1638.233	1638.233	1615.855	823946700	7415390000
1999-08-25 00:00:00	1649.609	1651.092	1625.765	1618.54	926788800	8742509000
1999-08-24 00:00:00	1650.537	1655.142	1648.469	1638.963	1096098100	11038180000
1999-08-23 00:00:00	1631.435	1645.004	1644.999	1626.954	1064361600	10393018000
1999-08-20 00:00:00	1645.543	1651.174	1628.934	1627.039	1181764400	11064416000
1999-08-19 00:00:00	1587.898	1645.842	1637.743	1587.87	1547297600	13527469000
1999-08-18 00:00:00	1578.263	1582.016	1581.929	1555.976	682044800	5822818000
1999-08-17 00:00:00	1562.56	1596.151	1576.405	1562.56	898064400	7506958000
1999-08-16 00:00:00	1568.899	1570.211	1560.068	1546.837	726984600	5594885000
1999-08-13 00:00:00	1581.23	1591.493	1571.901	1569.302	667683300	5304136000
1999-08-12 00:00:00	1583.512	1594.889	1575.642	1566.714	743380000	6073244000
1999-08-11 00:00:00	1598.015	1607.677	1583.401	1574.714	947012000	7631051000
1999-08-10 00:00:00	1622.967	1623.026	1602.147	1597.22	1244001900	10061053000
1999-08-09 00:00:00	1650.277	1651.635	1628.836	1624.721	1348022400	12043016000
1999-08-06 00:00:00	1655.306	1656.585	1646.593	1601.843	1921333600	16251820000
1999-08-05 00:00:00	1654.526	1658.69	1653.537	1641.862	1462173900	13429741000
1999-08-04 00:00:00	1630.99	1649.258	1649.128	1630.99	1528651100	13107749000
1999-08-03 00:00:00	1622.301	1626.91	1626.841	1609.124	1262796200	10707218000
1999-08-02 00:00:00	1607.062	1622.383	1616.276	1603.369	1165873700	10525826000
1999-07-30 00:00:00	1599.938	1605.273	1601.459	1587.338	1456164300	9152778000
1999-07-29 00:00:00	1610.116	1615.749	1595.86	1585.839	874300100	8343612000
1999-07-28 00:00:00	1592.452	1609.794	1597.199	1584.246	1070165400	9943528000
1999-07-27 00:00:00	1605.372	1607.047	1590.713	1580.817	1161682800	10120247000
1999-07-26 00:00:00	1592.414	1607.072	1602.031	1587.377	1245123200	10854799000
1999-07-23 00:00:00	1552.245	1597.184	1585.98	1552.237	1330113400	11732696000
1999-07-22 00:00:00	1606.856	1606.856	1550.73	1548.495	1784447700	14778964000
1999-07-21 00:00:00	1586.885	1626.952	1609.811	1573.7	2792592100	22777090000
1999-07-20 00:00:00	1476.027	1574.749	1574.603	1471.509	1731110500	12556116000
1999-07-19 00:00:00	1500.449	1509.994	1479.076	1473.234	1235493500	9036768000
1999-07-16 00:00:00	1547.46	1547.606	1519.741	1512.784	1493488700	10008836000
1999-07-15 00:00:00	1565.04	1567.829	1549.336	1545.07	1597420100	10343657000
1999-07-14 00:00:00	1526.977	1559.663	1559.52	1526.22	1120753200	9939911000
1999-07-13 00:00:00	1547.344	1547.344	1524.821	1511.431	1240941800	9684656000
1999-07-12 00:00:00	1588.38	1589.902	1559.732	1545.563	1408962800	12911781000
1999-07-09 00:00:00	1577.791	1594.578	1584.75	1563.163	1343695700	12908546000
1999-07-08 00:00:00	1579.143	1591.131	1577.987	1560.431	1439775300	13535618000
1999-07-07 00:00:00	1515.161	1568.673	1568.652	1507.546	1572137700	13045146000
1999-07-06 00:00:00	1568.83	1580.232	1517.253	1504.366	1796851500	13531559000
1999-07-05 00:00:00	1627.246	1630.382	1581.819	1573.734	2420693200	19180019000
1999-07-02 00:00:00	1570.564	1620.544	1613.533	1532.444	3438451400	25198942000
1999-07-01 00:00:00	1678.838	1678.838	1560.787	1540.034	3126123000	26847653000
1999-06-30 00:00:00	1755.561	1756.184	1689.428	1666.01	4885793200	38079943000
1999-06-29 00:00:00	1722.739	1742.147	1739.205	1691.342	4010595600	34287094000
1999-06-28 00:00:00	1606.283	1693.161	1693.16	1606.282	4138804100	31964197000
1999-06-25 00:00:00	1665.985	1705.21	1593.859	1591.079	5781329300	44490207000
1999-06-24 00:00:00	1615.63	1654.55	1654.11	1611.985	3762046600	33116404000
1999-06-23 00:00:00	1571.27	1606.5	1606.5	1566.629	3026881700	27056021000
1999-06-22 00:00:00	1551.875	1564.448	1564.444	1524.495	3170865800	23866726000
1999-06-21 00:00:00	1506.826	1546.611	1546.408	1503.401	3069874900	24846378000
1999-06-18 00:00:00	1511.881	1516.127	1498.915	1480.981	3611750500	28219382000
1999-06-17 00:00:00	1483.064	1501.016	1501.007	1450.204	3648613800	29425500000
1999-06-16 00:00:00	1402.345	1460.168	1460.168	1402.304	2520722400	21029757000
1999-06-15 00:00:00	1453.33	1477.142	1387.592	1366.654	3748467900	28324204000
1999-06-14 00:00:00	1382.532	1427.768	1427.707	1382.532	2526166200	18449136000
1999-06-11 00:00:00	1364.275	1376.775	1370.39	1359.277	1884119000	14583483000
1999-06-10 00:00:00	1371.003	1382.074	1364.345	1353.564	2487743000	19029714000
1999-06-09 00:00:00	1334.849	1350.137	1348.606	1323.986	1563229200	13237376000
1999-06-08 00:00:00	1336.03	1341.643	1333.644	1319.497	1619835000	14102949000
1999-06-07 00:00:00	1287.462	1326.611	1326.518	1285.15	1566229000	13517649000
1999-06-04 00:00:00	1271.168	1288.003	1285.579	1271.163	1368480400	11814796000
1999-06-03 00:00:00	1280.477	1286.913	1268.324	1259.008	1666148000	13155302000
1999-06-02 00:00:00	1319.832	1330.278	1287.931	1287.011	2223250200	18083353000
1999-06-01 00:00:00	1283.3	1311.601	1311.594	1276.116	1722944900	14133228000
1999-05-31 00:00:00	1287.075	1303.48	1279.326	1253.251	2347326100	17658874000
1999-05-28 00:00:00	1291.96	1294.641	1277.15	1260.712	3196835800	17795401000
1999-05-27 00:00:00	1247.322	1283.027	1283.02	1247.322	2257634800	18455033000
1999-05-26 00:00:00	1199.225	1236.142	1236.046	1195.843	1620577800	12466586000
1999-05-25 00:00:00	1223.129	1244.84	1202.885	1198.067	2873759400	17284037000
1999-05-24 00:00:00	1173.132	1215.216	1213.654	1164.895	2074116000	14517198000
1999-05-21 00:00:00	1154.806	1170.141	1168.72	1152.261	1570595700	10249416000
1999-05-20 00:00:00	1114.659	1147.727	1147.707	1113.318	1067059200	7457758000
1999-05-19 00:00:00	1058.7	1109.116	1109.089	1057.72	598795200	4244805000
1999-05-18 00:00:00	1066.519	1075.652	1059.874	1058.386	400459200	2162828000
1999-05-17 00:00:00	1057.485	1072.166	1065.557	1047.833	375362500	2277463000
1999-05-14 00:00:00	1087.942	1088.002	1063.277	1060.502	485905600	2889335000
1999-05-13 00:00:00	1100.857	1101.356	1088.863	1086.458	366073200	2194825000
1999-05-12 00:00:00	1096.737	1104.809	1099.996	1092.785	396164700	2500366000
1999-05-11 00:00:00	1072.044	1095.406	1095.402	1072.044	434819100	2514960000
1999-05-10 00:00:00	1107.365	1107.365	1071.927	1065.18	688193300	3868262000
1999-05-07 00:00:00	1129.532	1131.493	1120.738	1117.936	583332700	3128228000
1999-05-06 00:00:00	1116.855	1128.901	1128.224	1116.639	639098200	3149581000
1999-05-05 00:00:00	1110.937	1116.964	1116.932	1105.346	437463300	2428438000
1999-05-04 00:00:00	1120.908	1121.91	1111.757	1108.893	408896600	2561052000
1999-04-30 00:00:00	1116.107	1122.222	1120.927	1114.178	419609700	2783927000
1999-04-29 00:00:00	1091.057	1116.418	1116.405	1090.564	504636200	3393558000
1999-04-28 00:00:00	1090.873	1112.29	1091.089	1087.794	473206600	3309515000
1999-04-27 00:00:00	1108.911	1108.911	1091.695	1089.759	562483500	3268932000
1999-04-26 00:00:00	1139.647	1140.17	1112.791	1111.995	604176300	3547540000
1999-04-23 00:00:00	1137.608	1144.778	1139.997	1135.607	675682200	4005902000
1999-04-22 00:00:00	1137.91	1140.899	1137.162	1110.646	908942800	5277569000
1999-04-21 00:00:00	1171.948	1173.525	1144.065	1143.045	952069000	5125141000
1999-04-20 00:00:00	1160.052	1171.603	1171.603	1159.564	1069139900	5005662000
1999-04-19 00:00:00	1164.616	1166.04	1159.473	1156.607	767199000	4876180000
1999-04-16 00:00:00	1168.908	1175.034	1166.237	1162.31	724113800	5027277000
1999-04-15 00:00:00	1182.204	1185.593	1170.616	1168.592	737036900	5020233000
1999-04-14 00:00:00	1176.771	1184.176	1181.517	1174.268	532570400	4043943000
1999-04-13 00:00:00	1192.149	1193.325	1178.192	1174.135	734821400	5286490000
1999-04-12 00:00:00	1205.319	1205.677	1195.337	1193.657	1020296100	7412249000
1999-04-09 00:00:00	1203.442	1210.1	1205.139	1196.744	980901100	7360293000
1999-04-08 00:00:00	1203.02	1205.411	1202.469	1192.462	817610600	5904939000
1999-04-07 00:00:00	1200.224	1202.32	1201.634	1193.727	814167500	6089573000
1999-04-06 00:00:00	1195.948	1199.842	1199.6	1191.582	670936100	5269837000
1999-04-05 00:00:00	1188.931	1194.514	1194.469	1187.059	807176900	6521485000
1999-04-02 00:00:00	1170.76	1184.433	1184.402	1170.307	766553200	6139240000
1999-04-01 00:00:00	1158.681	1168.528	1168.504	1158.442	620212400	5197969000
1999-03-31 00:00:00	1156.37	1159.533	1158.054	1150.82	484239000	3735395000
1999-03-30 00:00:00	1171.127	1173.66	1157.507	1156.045	514719200	3724913000
1999-03-29 00:00:00	1160.576	1169.503	1169.489	1158.087	551824200	4221752000
1999-03-26 00:00:00	1155.348	1162.416	1161.12	1154.936	515196400	3805038000
