Wall time,Step,Value
1504496776.93064,0,1.3136937618255615
1504496887.096137,126,0.08168785274028778
1504497006.985201,275,0.10651768743991852
1504497127.327928,424,0.1710423082113266
1504497246.987016,572,0.06396877765655518
1504497367.215548,720,0.26247596740722656
1504497487.223764,867,0.10001020133495331
1504497607.600699,1016,0.2819618582725525
1504497727.851984,1165,0.35263898968696594
1504497847.268413,1312,0.14600788056850433
1504497966.938287,1459,0.2818682789802551
1504498087.247695,1607,0.16528911888599396
1504498207.692645,1755,0.6275557279586792
1504498327.319653,1903,0.45951271057128906
1504498447.354402,2051,0.1870468407869339
1504498567.081687,2199,0.5407822132110596
1504498687.292921,2346,0.4346330463886261
1504498807.269325,2494,0.43440815806388855
1504498927.291292,2642,0.09333465993404388
1504499047.116131,2791,0.0652100071310997
1504499167.166074,2939,0.24394044280052185
1504499287.608609,3087,0.14290685951709747
1504499406.926308,3236,0.6744060516357422
1504499526.951939,3387,0.1606990545988083
1504499647.027612,3538,0.4033254384994507
1504499767.025821,3690,0.21214063465595245
1504499887.000461,3841,0.06015149503946304
1504500007.378647,3992,0.2234533727169037
1504500126.836616,4142,0.08104734867811203
1504500247.446235,4294,0.3271673619747162
1504500367.073948,4445,0.43742117285728455
1504500486.752145,4594,0.312250554561615
1504500606.996422,4745,0.4659954607486725
1504500727.021641,4894,0.11903755366802216
1504500847.834684,5044,0.17135384678840637
1504500967.51686,5194,0.3414410948753357
1504501086.839701,5343,0.9642261266708374
1504501206.869986,5492,0.4090009033679962
1504501327.281446,5641,0.03778732940554619
1504501446.95908,5788,0.39201492071151733
1504501566.975732,5937,0.24884875118732452
1504501687.16593,6087,0.05373966321349144
1504501806.836748,6235,0.8627215623855591
1504501926.985319,6383,1.2215887308120728
1504502047.055772,6530,0.1146392971277237
1504502167.761734,6679,0.5149978995323181
1504502287.797952,6827,0.06964699178934097
1504502408.429769,6976,0.1186191514134407
1504502527.638684,7123,0.2774011492729187
1504502646.873963,7270,0.49189475178718567
1504502767.119733,7418,0.06033327430486679
1504502886.996281,7564,0.01858469657599926
1504503007.455991,7715,0.060513585805892944
1504503127.483058,7863,0.0792120024561882
1504503247.515104,8013,0.8084367513656616
1504503367.074974,8159,0.6475000977516174
1504503486.967004,8306,0.029457010328769684
1504503607.186214,8456,0.27946096658706665
1504503726.967155,8605,0.5035130381584167
1504503847.193989,8754,0.20096516609191895
1504503968.449793,8904,0.4865003228187561
1504504088.119228,9054,0.2653559744358063
1504504207.103577,9204,0.6785527467727661
1504504326.808248,9357,0.16549530625343323
1504504447.297133,9509,0.26890674233436584
1504504567.938667,9660,0.6130377650260925
1504504687.184909,9808,0.020505836233496666
1504504807.026559,9958,0.01213180460035801
1504504927.016805,10108,0.21639740467071533
1504505047.344836,10258,0.04322344809770584
1504505167.248596,10408,0.07763443142175674
1504505287.525645,10555,0.10962986946105957
1504505406.999611,10702,0.1418118178844452
1504505526.937162,10851,0.47606825828552246
1504505648.020225,11002,0.31316500902175903
1504505767.378224,11149,0.19297030568122864
1504505886.82944,11296,0.3478076159954071
1504506007.130397,11445,0.0970906913280487
1504506127.443183,11595,0.03737364336848259
1504506247.933098,11745,0.21894879639148712
1504506367.398528,11892,0.21030877530574799
1504506486.96425,12037,0.4090265929698944
1504506607.239413,12185,0.2806282043457031
1504506727.104319,12332,0.5788937211036682
1504506847.140196,12481,0.7125845551490784
1504506968.109197,12631,0.06123951077461243
1504507088.26702,12778,0.05578499659895897
1504507207.218789,12924,0.0991813987493515
1504507327.119096,13071,0.09278554469347
1504507447.186535,13220,0.057599447667598724
1504507567.083596,13369,0.1529844105243683
1504507689.159784,13517,0.04879793897271156
1504507808.814774,13664,0.07532735913991928
1504507927.357381,13810,0.24354098737239838
1504508047.238142,13958,0.17510728538036346
1504508167.549854,14108,0.18045388162136078
1504508288.545191,14259,0.052879657596349716
1504508408.513034,14408,0.014024145901203156
1504508527.222073,14557,0.10346366465091705
1504508647.324113,14709,0.06018219143152237
1504508767.478718,14861,0.738686203956604
1504508888.232926,15012,0.1185397282242775
1504509008.314255,15162,0.04317159205675125
1504509127.06691,15310,0.02836739458143711
1504509247.29939,15461,0.15638040006160736
1504509367.043202,15611,0.02594093233346939
1504509486.876765,15760,0.033755652606487274
1504509607.33053,15909,0.19040058553218842
1504509727.395697,16059,0.04519990459084511
1504509848.48846,16208,0.11645951122045517
1504509968.704123,16356,0.8034349679946899
1504510087.190647,16502,0.2967258095741272
1504510207.335567,16651,0.30618953704833984
1504510327.028191,16799,0.04688306152820587
1504510446.850931,16946,0.3549880385398865
1504510567.214912,17096,0.07338367402553558
1504510687.312378,17244,0.11545652896165848
1504510808.462017,17394,0.3331364095211029
1504510927.917106,17540,0.14885307848453522
1504511047.468095,17687,0.09042126685380936
1504511167.378746,17834,0.03202763944864273
1504511286.98451,17982,0.04691515862941742
1504511408.597863,18133,0.07595834881067276
1504511527.383646,18279,0.020081035792827606
1504511647.690732,18427,0.02696625143289566
1504511767.319388,18574,0.039746545255184174
1504511887.303097,18721,0.10963225364685059
1504512007.601143,18869,0.03289069980382919
1504512127.456706,19017,0.19744661450386047
1504512248.466212,19165,0.15438811480998993
1504512368.88461,19312,0.08049049973487854
1504512487.164254,19458,0.03333871811628342
1504512607.750434,19607,0.02604011259973049
1504512727.308922,19757,0.0515211746096611
1504512846.931544,19908,0.515956461429596
1504512968.36821,20059,0.023647624999284744
1504513087.245665,20207,0.20942974090576172
1504513207.491725,20358,0.059922073036432266
1504513327.591399,20508,0.04618189483880997
1504513447.673559,20657,0.038732871413230896
1504513567.120656,20806,0.20614710450172424
1504513687.340523,20951,0.05907975137233734
1504513808.742428,21101,0.15936562418937683
1504513928.416318,21251,0.044083960354328156
1504514047.51754,21400,0.07573187351226807
1504514169.959615,21547,0.03331354260444641
1504514286.92843,21691,0.06587297469377518
1504514407.418907,21840,0.17477484047412872
1504514527.01844,21988,0.044937942177057266
1504514647.66388,22138,0.028557760640978813
1504514767.444282,22285,0.05210370942950249
1504514886.965336,22432,0.09793627262115479
1504515006.812685,22577,0.07718850672245026
1504515127.555604,22726,0.10052923113107681
1504515247.643623,22874,0.010653158649802208
1504515367.071293,23021,0.22729718685150146
1504515486.891213,23166,0.019179483875632286
1504515608.009094,23315,0.13288061320781708
1504515727.067067,23461,0.15534110367298126
1504515847.394965,23609,0.06584235280752182
1504515968.437079,23759,0.01210806518793106
1504516088.783474,23905,0.015870552510023117
1504516207.27422,24050,0.04618855193257332
1504516327.630949,24198,0.02256803587079048
1504516447.71383,24344,0.030706213787198067
1504516567.750346,24492,0.02097577229142189
1504516687.067745,24639,0.16450749337673187
1504516809.423571,24789,0.0380907841026783
1504516927.434219,24934,0.147212415933609
1504517047.738443,25083,0.0684642344713211
1504517167.72709,25234,0.04134473204612732
1504517287.350577,25385,0.04067092016339302
1504517408.71302,25537,0.08610202372074127
1504517526.835529,25685,0.07115642726421356
1504517648.384489,25836,0.019380511716008186
1504517768.069162,25984,0.07965555042028427
1504517887.161802,26134,0.020560624077916145
1504518008.801034,26286,0.16501714289188385
1504518129.137213,26436,0.04300801455974579
1504518246.988285,26582,0.17772504687309265
1504518367.658378,26731,0.033966269344091415
1504518487.565941,26879,0.19556450843811035
1504518607.201565,27028,0.14934851229190826
1504518727.223499,27177,0.07826520502567291
1504518849.015004,27327,0.09501420706510544
1504518967.15416,27471,0.07455739378929138
1504519086.9241,27615,0.08628732711076736
1504519207.927514,27763,0.07187480479478836
