Wall time,Step,Value
1504527395,48551,0.118054315
1504527515,48744,0.15977636
1504527634,48934,0.007299641
1504527753,49124,0.015729334
1504527875,49318,0.024053577
1504527994,49509,0.065694906
1504528116,49704,0.033932328
1504528234,49890,0.040248208
1504528355,50082,0.051065657
1504528475,50270,0.023714082
1504528594,50460,0.042047318
1504528714,50650,0.08919128
1504528834,50837,0.049135398
1504528955,51028,0.064033166
1504529075,51218,0.006228014
1504529195,51407,0.002576065
1504529314,51595,0.041255314
1504529436,51784,0.015121331
1504529556,51972,0.022166494
1504529677,52159,0.05611201
1504529796,52347,0.043944985
1504529917,52539,0.121062197
1504530035,52730,0.016039321
1504530154,52924,0.04055899
1504530274,53116,0.010544178
1504530396,53311,0.0737793
1504530516,53501,0.011651554
1504530636,53688,0.018861055
1504530755,53878,0.057607591
1504530875,54070,0.064137384
1504530996,54261,0.012324787
1504531114,54455,0.252855837
1504531237,54651,0.085612349
1504531356,54841,0.039947968
1504531475,55030,0.006617427
1504531595,55222,0.041149039
1504531714,55412,0.101656392
1504531834,55597,0.022802556
1504531955,55789,0.013347136
1504532074,55978,0.01800262
1504532196,56168,0.028711503
1504532316,56356,0.102099933
1504532434,56537,0.018360849
1504532555,56728,0.026974659
1504532674,56915,0.020536326
1504532799,57107,0.023487622
1504532917,57291,0.017658025
1504533034,57472,0.006057137
1504533156,57661,0.037210401
1504533276,57851,0.040447019
1504533394,58042,0.083446935
1504533514,58235,0.045997895
1504533634,58425,0.167037427
1504533755,58619,0.010312754
1504533876,58813,0.006471186
1504533994,59005,0.031884242
1504534117,59200,0.022987649
1504534236,59389,0.028209276
1504534356,59580,0.01459857
1504534474,59772,0.075780645
1504534594,59964,0.123821229
1504534717,60158,0.004779542
1504534834,60339,0.338099629
1504534956,60533,0.056505028
1504535076,60722,0.190895468
1504535195,60913,0.078834519
1504535314,61103,0.0599644
1504535434,61289,0.083218321
1504535555,61480,0.082674608
1504535676,61670,0.008112495
1504535794,61856,0.043371491
1504535914,62043,0.005361895
1504536034,62226,0.016322564
1504536156,62416,0.002557957
1504536275,62603,0.040916909
1504536396,62792,0.020215904
1504536515,62979,0.00644272
1504536634,63168,0.010814548
1504536758,63362,0.015704527
1504536874,63547,0.033135016
1504536996,63743,0.067165196
1504537114,63934,0.002493198
1504537234,64122,0.130339384
1504537356,64317,0.084292501
1504537474,64509,0.133569673
1504537594,64699,0.044165816
1504537716,64894,0.018568438
1504537834,65084,0.020336656
1504537957,65281,0.004168636
1504538074,65467,0.00450632
1504538196,65660,0.049877185
1504538314,65849,0.023479301
1504538437,66040,0.014686628
1504538554,66223,0.116173118
1504538680,66419,0.049949229
1504538794,66600,0.056927588
1504538917,66793,0.010685283
1504539034,66972,0.065447897
1504539156,67164,0.003817061
1504539276,67352,0.025299773
1504539394,67539,0.016579762
1504539514,67727,0.003947787
1504539634,67911,0.011179436
1504539756,68101,0.014424639
1504539874,68287,0.010335887
1504539997,68479,0.015316098
1504540117,68666,0.004837858
1504540237,68854,0.11625158
1504540356,69046,0.052608307
1504540474,69235,0.032775555
1504540597,69431,0.073729604
1504540717,69621,0.061050702
1504540834,69805,0.072415404
1504540956,69999,0.010820616
1504541076,70188,0.208437651
1504541194,70378,0.008735803
1504541314,70568,0.035783045
1504541437,70764,0.044328187
1504541554,70948,0.069607988
1504541676,71144,0.073574327
1504541799,71332,0.006853375
1504541917,71518,0.0018759
1504542034,71704,0.007227903
1504542157,71895,0.079655677
1504542274,72078,0.043661971
1504542396,72270,0.02797454
1504542516,72457,0.003842494
1504542637,72643,0.146667972
1504542757,72827,0.034917243
1504542874,73011,0.001193784
1504542994,73197,0.025978243
1504543116,73387,0.003242283
1504543234,73573,0.099596508
1504543354,73759,0.047643308
1504543477,73949,0.07817778
1504543597,74136,0.020480817
1504543714,74325,0.00417535
1504543837,74521,0.086505547
1504543957,74711,0.026676578
1504544076,74900,0.007757642
1504544194,75093,0.036367852
1504544314,75277,0.06651032
1504544434,75464,0.048382789
1504544554,75653,0.010475186
1504544676,75845,0.155601025
1504544794,76036,0.018044366
1504544914,76228,0.102171265
1504545037,76424,0.020492801
1504545157,76614,0.009338989
1504545276,76801,0.029763175
1504545394,76990,0.033878256
1504545514,77176,0.036890373
1504545634,77362,0.108836986
1504545756,77556,0.015565045
1504545877,77746,0.019310681
1504545996,77932,0.047462881
1504546116,78119,0.007293943
1504546234,78306,0.019263875
1504546354,78492,0.02016939
1504546474,78678,0.004917178
1504546594,78862,0.005678644
1504546716,79051,0.02675111
1504546834,79236,0.052432925
1504546958,79427,0.003939681
1504547078,79613,0.01225784
1504547196,79802,0.044026472
1504547317,79993,0.008542784
1504547434,80186,0.046567731
1504547557,80382,0.029584453
1504547680,80572,0.004282964
1504547797,80756,0.024678255
1504547916,80944,0.027552448
1504548034,81133,0.054497313
1504548158,81327,0.029932108
1504548278,81516,0.018636011
1504548398,81706,0.146095693
1504548516,81890,0.016386725
1504548634,82079,0.013991967
1504548758,82273,0.055326641
1504548874,82454,0.045846429
1504548996,82645,0.004475043
1504549114,82834,0.120400146
1504549234,83020,0.024625806
1504549354,83206,0.027198255
1504549476,83399,0.005468013
1504549597,83586,0.045827117
1504549714,83772,0.011457985
1504549838,83962,0.00864858
1504549954,84138,0.027063757
1504550076,84329,0.0168071
1504550197,84514,0.001912157
1504550314,84701,0.110492438
1504550434,84884,0.013154433
1504550556,85075,0.019865658
1504550677,85265,0.004866017
1504550793,85454,0.031103356
1504550918,85652,0.058438346
1504551034,85832,0.02471482
1504551157,86026,0.026007149
1504551274,86215,0.006254476
1504551398,86409,0.021833414
1504551518,86596,0.152200177
1504551634,86775,0.009280667
1504551757,86968,0.021974433
1504551878,87157,0.025382003
1504551994,87343,0.005930463
1504552118,87538,0.037779134
1504552234,87717,0.0221796
1504552357,87912,0.035312187
1504552477,88099,0.018541116
1504552594,88285,0.016775312
1504552714,88470,0.050459068
1504552834,88657,0.010257992
1504552957,88846,0.011064652
1504553074,89027,0.007765469
1504553196,89218,0.074420728
1504553314,89406,0.015875299
1504553434,89588,0.013877222
1504553557,89779,0.044637542
1504553678,89964,0.10126631
1504553794,90145,0.008850187
1504553914,90330,0.014934136
1504554034,90515,0.011676922
1504554157,90708,0.049002834
1504554274,90898,0.006139216
1504554394,91087,0.008924988
1504554514,91276,0.138095498
1504554634,91464,0.004334704
1504554758,91658,0.022326743
1504554874,91844,0.048532579
1504554994,92031,0.045540236
1504555114,92218,0.078236647
1504555234,92406,0.141287789
1504555357,92600,0.00646037
1504555474,92789,0.031407744
1504555594,92977,0.020094596
1504555714,93165,0.090774134
1504555834,93349,0.006731506
1504555957,93542,0.014602354
1504556074,93729,0.004783871
1504556194,93916,0.012805069
1504556317,94107,0.097637773
1504556434,94291,0.007142124
1504556558,94484,0.044911698
1504556678,94669,0.004723029
1504556797,94853,0.001122941
1504556918,95039,0.015470701
1504557037,95222,0.017231679
1504557154,95406,0.001776305
1504557278,95597,0.02034072
1504557394,95774,0.004514579
1504557517,95966,0.013446109
1504557634,96154,0.015577893
1504557754,96343,0.023589458
1504557877,96540,0.018181233
1504557994,96730,0.023540385
1504558119,96925,0.011740338
1504558234,97102,0.006765189
1504558357,97298,0.008589524
1504558477,97486,0.033893883
1504558594,97674,0.01000802
1504558714,97865,0.004033402
1504558834,98047,0.016507395
1504558958,98242,0.004931895
1504559079,98428,0.037608702
1504559194,98607,0.03983473
1504559317,98799,0.009046756
1504559434,98985,0.0052124
1504559553,99165,0.050918475
