Wall time,Step,Value
1504496759.626592,0,17.508195877075195
1504496873.375925,128,8.714683532714844
1504496993.354849,273,5.683065414428711
1504497113.390305,418,5.859993934631348
1504497233.264768,563,4.795776844024658
1504497353.195548,706,4.852313995361328
1504497473.204476,849,3.525214672088623
1504497593.497423,995,5.625145435333252
1504497713.49426,1140,4.893853187561035
1504497833.457824,1284,4.058795928955078
1504497953.667935,1429,4.402539253234863
1504498073.195907,1574,3.8887577056884766
1504498193.442635,1719,4.2045159339904785
1504498313.08757,1863,4.193171501159668
1504498433.252791,2005,4.664134979248047
1504498553.507046,2150,3.5249686241149902
1504498673.444324,2294,4.482197284698486
1504498793.198976,2436,2.857757329940796
1504498913.502331,2581,4.527352333068848
1504499033.529134,2724,2.2506282329559326
1504499153.472018,2867,2.3413190841674805
1504499273.461909,3008,3.104316234588623
1504499393.297985,3152,2.0321998596191406
1504499513.344106,3297,2.6792759895324707
1504499633.512424,3442,2.6039650440216064
1504499753.228651,3586,3.672786235809326
1504499873.45586,3726,2.969686985015869
1504499993.31198,3871,2.1594600677490234
1504500113.383245,4013,2.7295055389404297
1504500233.315087,4158,3.711418390274048
1504500353.251307,4300,2.92340087890625
1504500473.299727,4444,3.6733345985412598
1504500593.3329,4589,2.830543279647827
1504500713.745208,4734,2.5695223808288574
1504500833.496427,4878,2.4877662658691406
1504500953.708342,5022,2.2576475143432617
1504501073.547541,5162,3.2147819995880127
1504501193.192425,5307,2.9184231758117676
1504501313.298872,5449,3.1942038536071777
1504501433.343394,5593,1.9918620586395264
1504501553.379309,5738,2.7848591804504395
1504501673.012348,5882,3.3523595333099365
1504501793.443936,6028,3.3042075634002686
1504501913.557797,6173,2.141664743423462
1504502034.055197,6318,2.5621612071990967
1504502153.446009,6461,2.930114984512329
1504502273.404143,6605,2.1385879516601562
1504502393.580579,6749,3.3680999279022217
1504502513.340912,6894,2.76935076713562
1504502633.764261,7039,3.5387752056121826
1504502753.364897,7179,3.056849718093872
1504502873.394811,7322,3.1539266109466553
1504502993.384845,7464,2.021275520324707
1504503113.64387,7609,2.497650384902954
1504503233.63391,7753,2.7974295616149902
1504503353.565689,7897,2.5924251079559326
1504503473.365236,8041,3.027587890625
1504503593.178301,8186,2.3449103832244873
1504503713.3396,8331,2.114539623260498
1504503833.386018,8475,3.284121036529541
1504503953.852618,8620,2.49594783782959
1504504073.360175,8764,1.6686557531356812
1504504193.326022,8907,3.2430219650268555
1504504313.325723,9049,2.2073402404785156
1504504433.169488,9194,2.378439426422119
1504504553.570285,9339,4.007956504821777
1504504673.523305,9482,2.3327345848083496
1504504793.420487,9626,3.14182186126709
1504504913.357434,9770,2.39736008644104
1504505033.820951,9914,2.1482717990875244
1504505153.033431,10058,3.697465419769287
1504505273.43118,10202,1.88917076587677
1504505393.296498,10346,3.5470831394195557
1504505513.428303,10490,2.3909873962402344
1504505633.660057,10634,1.948212742805481
1504505753.474792,10776,3.0444223880767822
1504505873.424244,10920,3.177908420562744
1504505993.323896,11063,2.922236919403076
1504506113.559305,11206,2.1213812828063965
1504506233.379451,11351,1.657730221748352
1504506354.064893,11496,3.283259153366089
1504506473.606576,11639,2.3910953998565674
1504506593.277756,11784,2.024550199508667
1504506713.362705,11927,2.6066925525665283
1504506833.677424,12073,3.1865406036376953
1504506953.46696,12214,2.0473694801330566
1504507073.223121,12357,2.251354455947876
1504507193.340457,12502,2.755734920501709
1504507313.735205,12644,2.5096049308776855
1504507433.286888,12787,2.6985220909118652
1504507553.576811,12932,2.67061185836792
1504507673.289534,13076,2.402920722961426
1504507793.494123,13220,3.7150447368621826
1504507913.644663,13363,3.2348477840423584
1504508033.633893,13507,2.6121129989624023
1504508153.317386,13651,2.2251696586608887
1504508273.482292,13793,2.564199924468994
1504508393.500265,13938,3.5254058837890625
1504508513.284326,14082,2.0336244106292725
1504508633.341517,14226,3.0636987686157227
1504508753.490126,14370,2.5043373107910156
1504508873.944851,14514,2.8802552223205566
1504508993.255681,14655,3.384298086166382
1504509113.402503,14800,2.289058208465576
1504509233.562387,14945,2.952463150024414
1504509353.360714,15088,2.6710822582244873
1504509473.397883,15232,2.345590591430664
1504509593.536075,15377,2.2383787631988525
1504509713.479958,15519,2.1132636070251465
1504509833.412644,15663,2.4400415420532227
1504509954.020706,15809,2.3340017795562744
1504510073.236457,15952,2.5832693576812744
1504510193.173898,16094,2.308720111846924
1504510313.656184,16239,3.0284314155578613
1504510433.366441,16382,2.1875250339508057
1504510553.578935,16527,2.5844545364379883
1504510673.656873,16671,2.1257011890411377
1504510793.249923,16813,1.6811727285385132
1504510913.736147,16959,1.9215563535690308
1504511033.715192,17103,3.717867374420166
1504511153.080458,17246,2.7894458770751953
1504511273.413567,17386,1.735235333442688
1504511393.374352,17531,1.9522963762283325
1504511513.314786,17675,2.5673348903656006
1504511633.449656,17820,1.9451311826705933
1504511753.732004,17965,2.6136655807495117
1504511873.319515,18108,1.9846357107162476
1504511993.459215,18252,2.6351191997528076
1504512113.504543,18397,2.1585824489593506
1504512233.456595,18538,2.3893415927886963
1504512353.444393,18683,2.423069477081299
1504512473.221523,18825,2.4048876762390137
1504512593.317509,18970,2.7942240238189697
1504512714.565267,19116,2.4085381031036377
1504512833.312104,19258,1.7199825048446655
1504512953.851287,19402,1.5487738847732544
1504513073.604436,19545,2.0308310985565186
1504513193.654377,19689,1.5074434280395508
1504513313.563815,19833,2.1253321170806885
1504513433.56447,19978,2.563708782196045
1504513553.553637,20122,1.6081384420394897
1504513673.347745,20264,3.594895124435425
1504513793.522016,20409,3.069321870803833
1504513913.872609,20553,2.363332509994507
1504514033.446026,20697,2.5274436473846436
1504514153.694552,20842,1.7689507007598877
1504514274.069465,20986,1.8459535837173462
1504514393.472529,21127,1.5580875873565674
1504514513.553989,21269,2.6606838703155518
1504514633.535127,21414,2.425748825073242
1504514753.171878,21556,1.9300332069396973
1504514873.381883,21697,1.7132257223129272
1504514993.670437,21843,2.608088493347168
1504515112.976885,21985,1.6252716779708862
1504515233.356531,22129,2.0488460063934326
1504515353.284898,22274,2.3963687419891357
1504515473.369728,22416,1.752167820930481
1504515593.538703,22561,1.5095877647399902
1504515713.326076,22706,2.1427249908447266
1504515833.687183,22851,2.085787296295166
1504515953.359955,22995,1.3454173803329468
1504516073.339974,23139,2.4063048362731934
1504516193.644706,23283,2.015632152557373
1504516313.772079,23428,1.913103461265564
1504516433.478504,23570,2.1464645862579346
1504516553.659811,23714,2.266599655151367
1504516673.363413,23858,1.867377519607544
1504516793.59827,24000,1.9331672191619873
1504516913.249114,24144,1.9864885807037354
1504517033.320917,24289,2.236267328262329
